machine,timestamp,temperature,pressure_bar,panne,temperature_lag1,temperature_lag3,temperature_lag6,temperature_roll3_mean,temperature_roll6_mean,pressure_bar_lag1,pressure_bar_lag3,pressure_bar_lag6,pressure_bar_roll3_mean,pressure_bar_roll6_mean,temperature_std24,temperature_delta6,pressure_bar_std24,pressure_bar_delta6,panne_v1,panne_v2
MACH-01,2026-01-01 00:00:00,39.39,196.079,0,39.42,39.57,39.13,39.52,39.68666666666667,195.585,196.238,196.199,196.02033333333335,196.21833333333333,1.543713760365003,-0.29666666666666686,0.35406262239874464,-0.13933333333332598,0,0
MACH-01,2026-01-01 00:00:00,39.39,196.079,0,39.39,39.57,39.95,39.46,39.730000000000004,196.079,196.238,196.477,195.96733333333336,196.19833333333335,1.5771739080580385,-0.3400000000000034,0.35732415103548365,-0.11933333333334417,0,0
MACH-01,2026-01-01 01:00:00,37.6,197.016,0,39.39,39.42,40.48,39.4,39.63666666666666,196.079,195.585,196.573,195.91433333333336,196.13199999999998,1.6052062037473236,-2.0366666666666617,0.3586021472331017,0.8840000000000146,0,0
MACH-01,2026-01-01 02:00:00,37.78,197.261,0,37.6,39.39,39.57,38.79333333333333,39.156666666666666,197.016,196.079,196.238,196.39133333333334,196.20583333333335,1.6052549009825836,-1.3766666666666652,0.3769072056446077,1.0551666666666506,0,0
MACH-01,2026-01-01 03:00:00,38.02,197.531,0,37.78,39.39,39.57,38.25666666666666,38.85833333333334,197.261,196.079,196.238,196.78533333333334,196.37633333333335,1.5885801129906667,-0.8383333333333383,0.41580796152741795,1.1546666666666567,0,0
MACH-01,2026-01-01 04:00:00,37.75,196.457,0,38.02,37.6,39.42,37.800000000000004,38.6,197.531,197.016,195.585,197.26933333333332,196.5918333333333,1.5140348243360866,-0.8500000000000014,0.4652848511971787,-0.1348333333333187,0,0
MACH-01,2026-01-01 05:00:00,37.01,196.074,0,37.75,37.78,39.39,37.849999999999994,38.321666666666665,196.457,197.261,196.079,197.083,196.73716666666667,1.4434226133072359,-1.3116666666666674,0.45053967437762615,-0.6631666666666547,0,0
MACH-01,2026-01-01 06:00:00,37.12,196.021,0,37.01,38.02,39.39,37.59333333333333,37.925000000000004,196.074,197.531,196.079,196.68733333333333,196.73633333333336,1.3595410963926595,-0.8050000000000068,0.4485895690374968,-0.7153333333333762,0,0
MACH-01,2026-01-01 07:00:00,35.53,196.972,0,37.12,37.75,37.6,37.29333333333333,37.54666666666667,196.021,196.457,197.016,196.18399999999997,196.72666666666666,1.3519802304416975,-2.0166666666666657,0.4527101241653155,0.24533333333334895,0,1
MACH-01,2026-01-01 08:00:00,36.45,196.373,0,35.53,37.01,37.78,36.553333333333335,37.20166666666667,196.972,196.074,197.261,196.35566666666668,196.71933333333334,1.4048760196051935,-0.7516666666666652,0.4679285449599757,-0.34633333333334804,0,0
MACH-01,2026-01-01 09:00:00,35.77,195.835,0,36.45,37.12,38.02,36.36666666666667,36.980000000000004,196.373,196.021,197.531,196.45533333333333,196.57133333333334,1.3539298009217555,-1.2100000000000009,0.4624772301484598,-0.7363333333333344,0,0
MACH-01,2026-01-01 10:00:00,34.8,196.624,0,35.77,35.53,37.75,35.916666666666664,36.605,195.835,196.972,196.457,196.39333333333335,196.28866666666667,1.3831165580204783,-1.8049999999999997,0.4741294979192216,0.33533333333332394,0,0
