machine,timestamp,temperature,pressure_bar,panne,temperature_lag1,temperature_lag3,temperature_lag6,temperature_roll3_mean,temperature_roll6_mean,pressure_bar_lag1,pressure_bar_lag3,pressure_bar_lag6,pressure_bar_roll3_mean,pressure_bar_roll6_mean,temperature_std24,temperature_delta6,pressure_bar_std24,pressure_bar_delta6,panne_v1,panne_v2
MACH-01,2026-02-01 00:00:00,38.54,196.68,0,39.56,39.59,39.75,39.71999999999999,39.84,196.329,196.78,196.133,196.558,196.52633333333333,1.683515128664397,-1.3000000000000043,0.359081837892703,0.15366666666668038,0,0
MACH-01,2026-02-01 01:00:00,39.0,195.986,0,38.54,40.01,39.89,39.36999999999999,39.638333333333335,196.68,196.565,196.393,196.5246666666667,196.61749999999998,1.6717375756305926,-0.6383333333333354,0.3498676664939841,-0.6314999999999884,0,0
MACH-01,2026-02-01 02:00:00,37.69,196.382,0,39.0,39.56,40.24,39.033333333333324,39.49,195.986,196.329,196.958,196.33166666666668,196.54966666666667,1.6903605652687805,-1.8000000000000043,0.34913336806387624,-0.16766666666666197,0,0
MACH-01,2026-02-01 03:00:00,38.51,196.328,0,37.69,38.54,39.59,38.40999999999999,39.065,196.382,196.68,196.78,196.34933333333333,196.45366666666666,1.6897714449794563,-0.5549999999999997,0.32965343022330645,-0.12566666666666038,0,0
MACH-01,2026-02-01 04:00:00,36.58,195.396,0,38.51,39.0,40.01,38.399999999999984,38.885,196.328,195.986,196.565,196.232,196.37833333333333,1.6918178521825475,-2.3049999999999997,0.30464348372152716,-0.9823333333333437,0,0
MACH-01,2026-02-01 05:00:00,36.29,196.604,0,36.58,37.69,39.56,37.59333333333333,38.31333333333333,195.396,196.382,196.329,196.03533333333334,196.18349999999998,1.6981932001287652,-2.0233333333333334,0.35355437183091903,0.4205000000000325,0,0
MACH-01,2026-02-01 06:00:00,34.93,195.957,0,36.29,38.51,38.54,37.12666666666666,37.76833333333333,196.604,196.328,196.68,196.10933333333332,196.22933333333333,1.7177040097914,-2.838333333333331,0.3553433938268784,-0.27233333333333576,0,0
MACH-01,2026-02-01 07:00:00,35.44,197.063,0,34.93,36.58,39.0,35.93333333333333,37.166666666666664,195.957,195.396,195.986,195.98566666666667,196.10883333333334,1.737175316353021,-1.7266666666666666,0.3534458017615135,0.9541666666666515,0,0
MACH-01,2026-02-01 08:00:00,36.83,196.662,0,35.44,36.29,37.69,35.55333333333332,36.57333333333333,197.063,196.604,196.382,196.54133333333334,196.28833333333333,1.7835991946041672,0.2566666666666677,0.39019755076545515,0.37366666666667925,0,0
MACH-01,2026-02-01 09:00:00,36.72,195.987,0,36.83,34.93,38.51,35.73333333333332,36.43,196.662,195.957,196.328,196.56066666666666,196.335,1.7373167195690136,0.28999999999999915,0.3975172929427431,-0.3480000000000132,0,0
MACH-01,2026-02-01 10:00:00,35.92,195.768,0,36.72,35.44,36.58,36.329999999999984,36.13166666666667,195.987,197.063,195.396,196.57066666666665,196.2781666666667,1.649273665352239,-0.211666666666666,0.40075580768276536,-0.5101666666666915,0,0
MACH-01,2026-02-01 11:00:00,35.74,196.46,0,35.92,36.83,36.29,36.48999999999999,36.02166666666667,195.768,196.662,196.604,196.13899999999998,196.3401666666667,1.6487487020903757,-0.2816666666666663,0.40904591845656746,0.11983333333330393,0,0
MACH-01,2026-02-01 12:00:00,36.62,196.352,0,35.74,36.72,34.93,36.12666666666666,35.93,196.46,195.987,195.957,196.0716666666667,196.31616666666665,1.6606087913795426,0.6899999999999977,0.40747330311783614,0.035833333333357587,1,0
MACH-01,2026-02-01 13:00:00,36.41,196.102,0,36.62,35.92,35.44,36.09333333333333,36.211666666666666,196.352,195.768,197.063,196.19333333333336,196.38199999999998,1.6349398340322965,0.19833333333333059,0.4028793828201572,-0.2799999999999727,0,0
MACH-01,2026-02-01 14:00:00,37.16,195.903,0,36.41,35.74,36.83,36.25666666666666,36.37333333333333,196.102,196.46,196.662,196.30466666666666,196.22183333333336,1.660086430448066,0.7866666666666688,0.39403463946907913,-0.31883333333337305,0,0
MACH-01,2026-02-01 15:00:00,38.24,196.616,0,37.16,36.62,36.72,36.72999999999999,36.428333333333335,195.903,196.352,195.987,196.119,196.09533333333334,1.6587724092934393,1.8116666666666674,0.38622475059358713,0.5206666666666706,0,0
MACH-01,2026-02-01 16:00:00,38.17,195.922,0,38.24,36.41,35.92,37.26999999999999,36.681666666666665,196.616,196.102,195.768,196.207,196.20016666666666,1.655313578605072,1.4883333333333368,0.3889338735196915,-0.2781666666666638,0,0
MACH-01,2026-02-01 17:00:00,38.86,196.047,0,38.17,37.16,35.74,37.85666666666666,37.056666666666665,195.922,195.903,196.46,196.14700000000002,196.22583333333333,1.6220920469356135,1.8033333333333346,0.3958033840691824,-0.17883333333332985,0,0
MACH-01,2026-02-01 18:00:00,39.59,196.8,0,38.86,38.24,36.62,38.423333333333325,37.57666666666666,196.047,196.616,196.352,196.19500000000002,196.157,1.621210799543926,2.0133333333333425,0.39965082359124765,0.6430000000000007,0,0
MACH-01,2026-02-01 19:00:00,39.88,196.687,0,39.59,38.17,36.41,38.87333333333333,38.071666666666665,196.8,195.922,196.102,196.25633333333334,196.23166666666668,1.613060766452401,1.8083333333333371,0.4100655302880668,0.4553333333333285,0,0
MACH-01,2026-02-01 20:00:00,39.36,195.909,0,39.88,38.86,37.16,39.44333333333333,38.65,196.687,196.047,195.903,196.51133333333334,196.32916666666668,1.6124910964926313,0.7100000000000009,0.41621871863132476,-0.4201666666666881,1,0
MACH-01,2026-02-01 21:00:00,39.27,196.511,0,39.36,39.59,38.24,39.60999999999999,39.01666666666667,195.909,196.8,196.616,196.46533333333332,196.33016666666666,1.5631740285439806,0.2533333333333303,0.40419925985426625,0.1808333333333394,0,0
MACH-01,2026-02-01 22:00:00,39.94,196.841,0,39.27,39.88,38.17,39.50333333333332,39.18833333333333,196.511,196.687,195.922,196.369,196.31266666666667,1.5479542366868433,0.7516666666666652,0.3940140878818553,0.528333333333336,0,0
MACH-01,2026-02-01 23:00:00,39.28,196.357,0,39.94,39.36,38.86,39.52333333333332,39.48333333333333,196.841,195.909,196.047,196.42033333333333,196.46583333333334,1.5435146581863646,-0.20333333333332604,0.4061589608137999,-0.10883333333333667,0,0
MACH-01,2026-02-02 00:00:00,39.45,196.411,0,39.28,39.27,39.59,39.49666666666666,39.553333333333335,196.357,196.511,196.8,196.56966666666668,196.5175,1.5299914156361267,-0.10333333333333172,0.40627459122904647,-0.10650000000001114,1,0
MACH-01,2026-02-02 01:00:00,38.14,196.921,0,39.45,39.94,39.88,39.55666666666666,39.53,196.411,196.841,196.687,196.53633333333335,196.4526666666667,1.5624618256321932,-1.3900000000000006,0.3991269798129219,0.4683333333333053,0,0
MACH-01,2026-02-02 02:00:00,37.83,196.519,0,38.14,39.28,39.36,38.956666666666656,39.24,196.921,196.357,195.909,196.563,196.49166666666667,1.5421580493942706,-1.4100000000000037,0.4131629060752273,0.02733333333333121,0,0
MACH-01,2026-02-02 03:00:00,38.06,196.073,0,37.83,39.45,39.27,38.47333333333332,38.985,196.519,196.411,196.511,196.617,196.59333333333333,1.5423471667056252,-0.9249999999999972,0.41481603876234785,-0.5203333333333262,0,0
MACH-01,2026-02-02 04:00:00,36.78,196.361,0,38.06,38.14,39.94,38.00999999999999,38.78333333333333,196.073,196.921,196.841,196.5043333333333,196.52033333333335,1.5349799956327486,-2.0033333333333303,0.4183462957747108,-0.15933333333336464,0,0
MACH-01,2026-02-02 05:00:00,34.62,196.344,0,36.78,37.83,39.28,37.55666666666666,38.25666666666667,196.361,196.519,196.357,196.31766666666667,196.4403333333333,1.5291884155267168,-3.6366666666666703,0.36826850780443743,-0.09633333333331962,0,0
MACH-01,2026-02-02 06:00:00,36.68,195.978,0,34.62,38.06,39.45,36.48666666666666,37.48,196.344,196.073,196.411,196.25933333333333,196.43816666666666,1.6309639721027303,-0.7999999999999972,0.3648337297485923,-0.46016666666665174,0,0
MACH-01,2026-02-02 07:00:00,36.15,196.359,0,36.68,36.78,38.14,36.02666666666666,37.01833333333334,195.978,196.361,196.921,196.22766666666666,196.36599999999999,1.541433491974632,-0.8683333333333394,0.36385602941943307,-0.0069999999999765805,0,0
MACH-01,2026-02-02 08:00:00,35.52,197.106,0,36.15,34.62,37.83,35.816666666666656,36.68666666666667,196.359,196.344,196.519,196.227,196.27233333333334,1.5023322448610352,-1.1666666666666643,0.33149467173895075,0.8336666666666588,0,1
MACH-01,2026-02-02 09:00:00,36.82,196.386,0,35.52,36.68,38.06,36.11666666666665,36.30166666666667,197.106,195.978,196.073,196.481,196.37016666666668,1.5594493988496179,0.5183333333333309,0.3618964841185409,0.015833333333318933,0,0
MACH-01,2026-02-02 10:00:00,35.26,196.802,0,36.82,36.15,36.78,36.16333333333333,36.095,196.386,196.359,196.361,196.617,196.42233333333334,1.556896241190562,-0.8350000000000009,0.3536994932448639,0.37966666666665105,0,0
MACH-01,2026-02-02 11:00:00,36.15,197.054,0,35.26,35.52,34.62,35.86666666666665,35.84166666666667,196.802,197.106,196.344,196.76466666666667,196.4958333333333,1.5948326317280541,0.30833333333333,0.3406971725823961,0.5581666666666933,0,0
MACH-01,2026-02-02 12:00:00,36.4,196.336,0,36.15,36.82,36.68,36.076666666666654,36.096666666666664,197.054,196.386,195.978,196.74733333333333,196.61416666666665,1.575454845766994,0.30333333333333456,0.365398112744018,-0.27816666666663536,0,0
MACH-01,2026-02-02 13:00:00,35.9,196.202,0,36.4,35.26,36.15,35.93666666666666,36.05,196.336,196.802,196.359,196.73066666666668,196.67383333333336,1.5824945909768542,-0.14999999999999858,0.3655644211548531,-0.47183333333336464,0,0
MACH-01,2026-02-02 14:00:00,37.23,196.59,0,35.9,36.15,35.52,36.149999999999984,36.00833333333333,196.202,197.054,197.106,196.53066666666666,196.64766666666665,1.6034007676733126,1.221666666666664,0.36220544004319233,-0.057666666666648325,0,0
MACH-01,2026-02-02 15:00:00,38.6,196.521,0,37.23,36.4,36.82,36.509999999999984,36.29333333333333,196.59,196.336,196.386,196.376,196.56166666666664,1.6025412337388816,2.306666666666672,0.345057231127449,-0.04066666666665242,0,0
MACH-01,2026-02-02 16:00:00,38.26,195.459,0,38.6,35.9,35.26,37.24333333333332,36.589999999999996,196.521,196.202,196.802,196.43766666666667,196.58416666666668,1.6099795209900143,1.6700000000000017,0.3437782794687726,-1.1251666666666722,0,0
MACH-01,2026-02-02 17:00:00,38.68,196.717,0,38.26,37.23,36.15,38.02999999999999,37.089999999999996,195.459,196.59,197.054,196.18999999999997,196.36033333333333,1.6113132078088996,1.5900000000000034,0.3857082606305048,0.35666666666668334,0,0
MACH-01,2026-02-02 18:00:00,40.02,196.039,0,38.68,38.6,36.4,38.51333333333332,37.51166666666666,196.717,196.521,196.336,196.23233333333334,196.30416666666667,1.6059332358498715,2.50833333333334,0.380190112626352,-0.265166666666687,0,0
MACH-01,2026-02-02 19:00:00,38.75,196.758,0,40.02,38.26,35.9,38.98666666666666,38.115,196.039,195.459,196.202,196.0716666666667,196.25466666666668,1.630605826788022,0.634999999999998,0.383063847461049,0.5033333333333303,0,0
MACH-01,2026-02-02 20:00:00,40.28,196.225,0,38.75,38.68,37.23,39.14999999999999,38.589999999999996,196.758,196.717,196.59,196.50466666666668,196.34733333333335,1.5797917102777626,1.6900000000000048,0.3853475280718374,-0.1223333333333585,0,0
MACH-01,2026-02-02 21:00:00,38.58,195.872,0,40.28,40.02,38.6,39.68333333333333,39.098333333333336,196.225,196.039,196.521,196.3406666666667,196.28650000000002,1.6338018590174788,-0.518333333333338,0.3715767714768929,-0.41450000000000387,0,0
MACH-01,2026-02-02 22:00:00,40.19,196.898,0,38.58,38.75,38.26,39.203333333333326,39.095,195.872,196.758,195.459,196.285,196.1783333333333,1.6103170540390472,1.0949999999999989,0.3896861032392211,0.7196666666666829,0,0
MACH-01,2026-02-02 23:00:00,38.55,196.258,0,40.19,40.28,38.68,39.68333333333332,39.416666666666664,196.898,196.225,196.717,196.33166666666668,196.41816666666668,1.626562960740722,-0.8666666666666671,0.392487127084862,-0.1601666666666688,0,0
MACH-01,2026-02-03 00:00:00,38.51,196.919,0,38.55,38.58,40.02,39.106666666666655,39.395,196.258,195.872,196.039,196.34266666666667,196.34166666666667,1.601412193824255,-0.8850000000000051,0.39379115841912504,0.5773333333333426,0,1
MACH-01,2026-02-03 01:00:00,37.82,196.192,0,38.51,40.19,38.75,39.08333333333332,39.14333333333333,196.919,196.898,196.758,196.6916666666667,196.48833333333334,1.5658298721259893,-1.3233333333333306,0.40647995609857723,-0.29633333333333667,0,0
MACH-01,2026-02-03 02:00:00,38.5,196.034,0,37.82,38.55,40.28,38.29333333333332,38.98833333333334,196.192,196.258,196.225,196.45633333333333,196.394,1.5622271356063155,-0.48833333333333684,0.39653495560204244,-0.36000000000001364,0,0
MACH-01,2026-02-03 03:00:00,37.59,197.047,0,38.5,38.51,38.58,38.27666666666666,38.69166666666666,196.034,196.919,195.872,196.38166666666666,196.36216666666667,1.573055217539291,-1.1016666666666595,0.4033224314311279,0.6848333333333301,0,0
MACH-01,2026-02-03 04:00:00,37.54,195.907,0,37.59,37.82,40.19,37.96999999999999,38.52666666666667,197.047,196.192,196.898,196.42433333333335,196.558,1.5699533825004823,-0.9866666666666717,0.4182278845385305,-0.650999999999982,0,0
MACH-01,2026-02-03 05:00:00,36.72,195.887,0,37.54,38.5,38.55,37.87666666666666,38.085,195.907,196.034,196.258,196.32933333333335,196.39283333333333,1.5608238255898788,-1.365000000000002,0.4318009786287489,-0.505833333333328,0,0
MACH-01,2026-02-03 06:00:00,35.99,196.388,0,36.72,37.59,38.51,37.283333333333324,37.78,195.887,197.047,196.919,196.28033333333335,196.33100000000002,1.4402171233376684,-1.7899999999999991,0.4450244985927005,0.05699999999998795,0,0
MACH-01,2026-02-03 07:00:00,36.32,196.43,0,35.99,37.54,37.82,36.74999999999999,37.36000000000001,196.388,195.907,196.192,196.06066666666666,196.24249999999998,1.4679962065193,-1.0400000000000063,0.43598849871793044,0.18750000000002842,0,0
MACH-01,2026-02-03 08:00:00,35.96,196.257,0,36.32,36.72,38.5,36.34333333333333,37.11000000000001,196.43,195.887,196.034,196.235,196.28216666666665,1.4607500059032525,-1.1500000000000057,0.435834030952205,-0.025166666666649462,0,0
MACH-01,2026-02-03 09:00:00,35.87,196.132,0,35.96,35.99,37.59,36.089999999999996,36.68666666666667,196.257,196.388,197.047,196.35833333333335,196.31933333333336,1.4350738505588938,-0.81666666666667,0.4113112559549713,-0.18733333333335622,0,0
MACH-01,2026-02-03 10:00:00,35.62,195.616,0,35.87,36.32,37.54,36.04999999999999,36.4,196.132,196.43,195.907,196.273,196.16683333333333,1.4727923173961612,-0.7800000000000011,0.4144707118897663,-0.5508333333333155,0,0
MACH-01,2026-02-03 11:00:00,36.12,196.117,0,35.62,35.96,36.72,35.816666666666656,36.08,195.616,196.257,195.887,196.0016666666667,196.11833333333334,1.4490025930028445,0.03999999999999915,0.43131295171704004,-0.0013333333333491737,0,0
MACH-01,2026-02-03 12:00:00,36.31,196.217,0,36.12,35.87,35.99,35.86999999999998,35.98,196.117,196.132,196.388,195.955,196.15666666666667,1.450381259234159,0.3300000000000054,0.4037384875194077,0.06033333333334667,0,0
MACH-01,2026-02-03 13:00:00,36.69,195.68,0,36.31,35.62,36.32,36.01666666666665,36.03333333333333,196.217,195.616,196.43,195.98333333333335,196.12816666666666,1.4539107058605518,0.6566666666666663,0.40379481624125685,-0.4481666666666513,0,0
MACH-01,2026-02-03 14:00:00,37.47,196.753,0,36.69,36.12,35.96,36.37333333333333,36.095,195.68,196.117,196.257,196.00466666666668,196.00316666666666,1.420829263894025,1.375,0.42174922145425703,0.7498333333333278,0,0
MACH-01,2026-02-03 15:00:00,39.34,197.113,0,37.47,36.31,35.87,36.82333333333332,36.34666666666667,196.753,196.217,196.132,196.2166666666667,196.08583333333334,1.4182503509631834,2.9933333333333323,0.4286071454666634,1.027166666666659,0,0
